Time (ms),x1,x2,x3,x4,x5
1.722e+05,0.2867,-0.48378,0.49624,-0.053593,0.15295
1.724e+05,-0.092118,-0.18867,-0.9322,-0.15954,0.31757
1.726e+05,-0.16964,0.17838,-1.4028,0.066313,-0.050444
1.728e+05,-0.30215,-0.70558,-0.25803,0.21929,0.31453
1.73e+05,-0.24648,-0.52684,0.9795,0.23487,-0.40548
1.732e+05,-0.13273,0.37247,0.90813,-0.34398,-0.13135
1.734e+05,-0.11906,0.24147,-0.17974,-0.14288,0.38372
1.736e+05,-0.14072,-0.17225,-0.91799,0.046989,1.1653
1.738e+05,-0.025222,-0.094441,-0.50403,0.32556,1.8019
1.74e+05,-0.018209,0.051205,0.56942,0.029291,1.5683
1.742e+05,-0.55473,0.089248,0.78549,-0.22074,-0.4965
1.744e+05,-0.19676,-0.0059554,-0.3751,-0.32748,-3.0137
1.746e+05,-0.37447,-0.51412,-0.62709,-0.30666,-2.6487
1.748e+05,-0.56155,-0.21831,-0.26367,0.37019,-0.36952
1.75e+05,-0.3232,0.3106,0.19796,0.40827,1.0377
1.752e+05,-0.30763,-0.2274,0.48302,-0.13746,0.65534
1.754e+05,-0.2186,-0.22312,0.15757,-0.35563,-0.49135
1.756e+05,-0.1576,0.43933,-0.31995,-0.052713,-1.5531
1.758e+05,0.12989,0.95033,-0.34569,0.2377,-1.4463
1.76e+05,0.3999,0.39865,0.23766,-0.20297,-2.057
1.762e+05,0.53561,0.29273,0.6825,-0.14177,-1.5175
1.764e+05,0.42634,-1.3283,0.40428,-0.016939,-0.88322
1.766e+05,0.1051,0.35343,-0.3855,0.23251,-0.20549
1.768e+05,0.078538,0.4486,-0.77697,-0.025296,0.74171
1.77e+05,0.60981,-0.29331,-0.21338,-0.35482,0.93907
1.772e+05,0.31295,0.65111,0.96858,-0.32854,0.5733
1.774e+05,-0.1482,0.61611,0.69215,-0.071485,-0.39024
1.776e+05,-0.31592,-0.78037,-0.74318,0.4565,-0.23209
1.778e+05,-0.28678,-0.345,-1.3564,0.17308,0.097963
1.78e+05,-0.30706,0.149,-0.25483,-0.47942,-0.14685
1.782e+05,-0.61811,-0.64079,0.96741,-0.30389,0.35834
1.784e+05,-0.2695,-0.21016,0.63014,0.34655,-0.3433
1.786e+05,0.095253,-0.26434,-0.24421,0.63713,-0.38442
1.788e+05,0.54226,-0.10829,-0.42002,0.19501,-0.63501
1.79e+05,0.6337,-0.062763,0.3219,-0.34889,-1.1212
1.792e+05,0.58429,-0.046875,0.81822,0.0841,-1.2237
1.794e+05,0.13447,0.43491,0.29742,0.28123,0.28524
1.796e+05,-0.025716,0.14363,-0.80901,0.3697,0.41607
1.798e+05,-0.12998,-0.35486,-1.0224,-0.012591,0.7111
1.8e+05,-0.033951,-0.34665,-0.031119,-0.06489,0.15538
1.802e+05,-0.35843,0.21506,0.99308,0.045867,-0.97259
1.804e+05,-0.051153,-0.45412,0.43406,-0.03313,-2.114
1.806e+05,0.1206,-0.096911,-0.40018,-0.19345,-1.7366
1.808e+05,0.48577,0.018842,-0.62399,0.28978,-0.26252
1.81e+05,0.30148,0.035982,0.29906,0.43782,1.3395
1.812e+05,-0.15326,0.90201,0.70085,0.23105,1.6176
1.814e+05,0.10935,-0.039869,-0.11493,-0.28991,1.7207
1.816e+05,0.097349,-0.16495,-0.46827,-0.43512,1.7688
1.818e+05,0.15757,-0.034739,-0.17834,0.026653,2.6165
1.82e+05,0.11997,-0.1947,0.32234,0.20536,1.5622
1.822e+05,-0.1895,0.093541,0.37571,-0.20163,-0.40271
1.824e+05,-0.44807,-0.11772,-0.21811,0.02404,-0.90447
1.826e+05,-0.41558,-0.75347,-0.72883,0.36893,-0.84899
1.828e+05,-0.12838,0.20605,-0.32813,0.23094,-0.16523
1.83e+05,0.13756,1.0163,0.62227,0.077488,0.019686
1.832e+05,-0.34317,-0.18558,0.97356,-0.18255,0.67908
1.834e+05,-0.19005,-0.32535,-0.26688,-0.11012,0.64825
1.836e+05,-0.38614,0.048476,-0.9472,0.22021,0.62226
1.838e+05,-0.33162,-0.00046821,-0.59898,0.024904,0.69873
1.84e+05,-0.37375,0.050589,0.42815,-0.062502,-0.21605
1.842e+05,-0.26372,-0.76609,0.78351,-0.18026,-0.053917
1.844e+05,-0.048839,0.26256,0.20228,0.01064,0.56258
1.846e+05,-0.44194,0.48879,-0.42472,0.075033,-0.82986
1.848e+05,-0.20181,-0.011475,-0.81115,-0.058352,-1.4226
1.85e+05,0.2636,0.80634,0.048584,-0.094347,-1.126
1.852e+05,-0.24946,-0.61325,1.1331,-0.057854,-0.4823
1.854e+05,-0.24396,0.052786,0.39859,-0.005172,0.82033
1.856e+05,0.18446,-0.097002,-0.75107,-0.00526,1.1805
1.858e+05,0.10678,0.06041,-0.59434,0.083148,1.5106
1.86e+05,0.1673,0.18203,0.18793,-0.1534,1.6275
1.862e+05,0.0070252,-0.55442,0.72638,0.18619,0.83419
1.864e+05,-0.11344,-0.1252,0.24605,0.20371,0.25375
1.866e+05,-0.2552,0.394,-0.63788,-0.098833,-0.7946
1.868e+05,-0.19256,0.044882,-0.8246,-0.153,-0.23967
1.87e+05,0.21709,-0.62602,0.0027553,-0.0061119,1.4682
1.872e+05,0.19479,-0.61609,1.0749,0.14278,3.1549
1.874e+05,0.12755,0.55794,0.73011,-0.10977,2.4006
1.876e+05,0.083042,0.33598,-0.53426,-0.41609,1.5388
1.878e+05,-0.20552,-0.48104,-1.0379,-0.083402,1.0094
1.88e+05,-0.34276,-0.59285,-0.46655,0.25297,-0.49603
1.882e+05,-0.28848,-0.3728,0.48252,0.10253,0.56575
1.884e+05,-0.36802,-0.079565,0.6917,-0.066459,0.8427
1.886e+05,-0.42541,0.35807,-0.1174,-0.38478,0.79301
1.888e+05,-0.15692,-0.24209,-0.83215,-0.41876,-1.1759
1.89e+05,0.1173,0.0078132,-0.26597,-0.01058,-1.4604
1.892e+05,0.21051,-0.20149,0.63619,0.049947,-1.0892
1.894e+05,-0.23626,0.20567,0.75454,-0.05233,-0.037807
1.896e+05,-0.29566,-0.0031645,-0.37221,0.12355,0.37546
1.898e+05,-0.28854,-0.5181,-1.1064,-0.25619,-0.42832
1.9e+05,-0.19029,-0.20539,-0.44682,-0.18252,-0.1216
1.902e+05,-0.0033046,-0.0064357,0.69662,0.030446,0.62249
1.904e+05,0.095566,0.17945,1.0453,0.1722,0.28294
1.906e+05,-0.086921,-0.33037,0.19716,0.097135,-0.61947
1.908e+05,-0.45578,0.43184,-0.9374,0.1706,-0.71999
1.91e+05,-0.32591,0.074722,-0.99338,0.016824,-1.3166
1.912e+05,0.18134,-0.64382,0.14341,-0.2352,-2.0247
1.914e+05,0.16269,-0.77486,1.3619,-0.11005,-2.6599
1.916e+05,0.017463,0.572,0.83023,-0.02181,-2.0446
1.918e+05,-0.2096,0.4207,-0.68014,0.27448,-0.25618
1.92e+05,-0.14009,0.12948,-1.395,0.078259,1.3847
1.922e+05,-0.29141,-0.16569,-0.28893,-0.15885,1.912
1.924e+05,-0.11589,0.21906,0.8947,0.10819,1.7107
1.926e+05,-0.13704,-0.47554,1.0459,0.20268,-0.14471
1.928e+05,0.25211,-0.80557,-0.10677,0.14446,-1.144
1.93e+05,-0.050038,0.065663,-0.73685,-0.31242,-2.3403
1.932e+05,0.15114,0.41874,-0.69561,-0.39256,-2.3897
1.934e+05,0.14434,-0.073261,0.27253,-0.068819,-2.2337
1.936e+05,-0.0584,-0.92031,0.86876,0.47625,-1.54
1.938e+05,-0.28438,0.22663,0.26023,0.31568,-0.18865
1.94e+05,0.38693,0.41663,-0.83009,-0.33929,1.5155
1.942e+05,0.30094,-0.051435,-0.28887,-0.12015,1.7751
1.944e+05,0.24419,-0.13887,0.47891,0.19968,1.609
1.946e+05,0.047951,0.37392,0.58799,-0.12093,0.91907
1.948e+05,0.13691,-0.0674,-0.12968,-0.15306,-0.017883
1.95e+05,0.10398,-0.40922,-0.5401,-0.066041,1.0074
1.952e+05,0.16497,-0.13255,-0.21239,0.033319,0.20582
1.954e+05,0.053969,-0.090497,0.38357,0.22403,-0.13107
1.956e+05,-0.040634,0.16942,0.3492,0.25375,0.32194
1.958e+05,0.2516,0.19165,-0.081129,-0.055734,0.39751
1.96e+05,0.45371,-0.35179,-0.16491,-0.25013,0.32241
1.962e+05,0.20372,0.038119,0.085328,-0.080272,-0.17861
1.964e+05,0.40326,0.79814,0.093843,0.34006,-0.22977
1.966e+05,0.12618,0.80741,0.23766,0.14133,-0.82363
1.968e+05,-0.31851,-0.048341,-0.071424,-0.18323,-1.0327
1.97e+05,-0.51807,0.13186,-0.6346,-0.21419,-1.3379
1.972e+05,-0.32065,-0.18882,-0.56835,0.23846,-0.99134
1.974e+05,-0.56167,-0.31825,0.35403,0.21654,-0.51156
1.976e+05,-0.31571,0.20697,0.50971,-0.094485,-0.9837
1.978e+05,-0.086766,0.20868,0.17373,-0.099785,-2.1371
1.98e+05,-0.0053907,0.51813,-0.26118,-0.052172,-2.0754
1.982e+05,0.082704,-0.4625,-0.27414,0.087075,-1.6757
1.984e+05,0.2275,0.47176,0.12504,0.12644,-0.6447
1.986e+05,0.0062037,0.50628,0.39303,0.1528,-0.87816
1.988e+05,-0.058862,0.21873,0.036748,0.20516,0.039074
1.99e+05,-0.33649,-0.041773,-0.45333,-0.2544,0.5165
1.992e+05,-0.41998,0.2032,-0.61047,-0.024317,0.85839
1.994e+05,-0.055597,-0.71339,-0.1975,0.17124,0.65593
1.996e+05,0.14719,0.23209,0.72044,-0.21528,1.3958
1.998e+05,-0.027244,-0.3689,0.8542,-0.29174,1.0441
